,표준코드,단축코드,한글 종목명,한글 종목약명,영문 종목명,상장일,시장구분,증권구분,소속부,주식종류,액면가,상장주식수
686,KR7218150001,A218150,미래생명자원,미래생명자원,"MILAE BIORESOURCES CO., LTD.",2015/06/18,KOSDAQ,주권,벤처기업부,보통주,100,18671428
687,KR7007120009,A007120,미래아이앤지보통주,미래아이앤지,MiraeING,1999/11/26,KOSPI,주권,,보통주,100,129484148
688,KR7353490006,A353490,미래에셋대우기업인수목적 5호,미래에셋대우스팩 5호,MIRAE ASSET DAEWOO SPECIAL PURPOSE ACQUISITION 5 COMPANY,2020/08/28,KOSDAQ,주권,SPAC(소속부없음),보통주,100,5060000
689,KR7328380001,A328380,미래에셋대우기업인수목적3호,미래에셋대우스팩3호,MIRAE ASSET DAEWOO SPECIAL PURPOSE ACQUISITION 3 COMPANY,2019/08/20,KOSDAQ,주권,SPAC(소속부없음),보통주,100,6482000
690,KR7357250000,A357250,미래에셋맵스리츠보통주,미래에셋맵스리츠,Miraeasset Maps REIT 1,2020/08/05,KOSPI,부동산투자회사,,보통주,1000,20100000
691,KR7094800000,A094800,미래에셋맵스아시아퍼시픽부동산공모1호,맵스리얼티1,MIRAEASSETMAPS ASIAPACIFIC REAL ESTATE 1,2007/04/09,KOSPI,투자회사,,보통주,무액면,92834331
692,KR7100790005,A100790,미래에셋벤처투자,미래에셋벤처투자,"Mirae Asset Venture Investment Co., Ltd",2019/03/15,KOSDAQ,주권,중견기업부,보통주,1000,46195823
693,KR7085620003,A085620,미래에셋생명보험보통주,미래에셋생명,"MIRAE ASSET Life Insurance CO., Ltd.",2015/07/08,KOSPI,주권,,보통주,5000,177016189
694,KR7006801005,A006805,미래에셋증권1우선주,미래에셋증권우,MIRAE ASSET SECURITIES(1P),1989/04/08,KOSPI,주권,,구형우선주,5000,14075750
695,KR700680K019,A00680K,미래에셋증권2우선주(신형),미래에셋증권2우B,MIRAE ASSET SECURITIES(2PB),2018/03/14,KOSPI,주권,,신형우선주,5000,140000000
696,KR7006800007,A006800,미래에셋증권보통주,미래에셋증권,MIRAE ASSET SECURITIES,1975/09/30,KOSPI,주권,,보통주,5000,635316408
697,KR7208890004,A208890,미래엔에듀파트너,미래엔에듀파트너,"MiraeN Edupartner Co., Ltd.",2014/12/18,KONEX,주권,일반기업부,보통주,1000,3150820
698,KR7049950009,A049950,미래컴퍼니,미래컴퍼니,meerecompany Incorporated,2005/01/04,KOSDAQ,주권,우량기업부,보통주,500,8362306
699,KR7207760000,A207760,미스터블루,미스터블루,Mr. Blue Corporation,2014/12/12,KOSDAQ,주권,중견기업부,보통주,100,24761635
700,KR7225850007,A225850,미애부,미애부,Miev,2015/12/08,KONEX,주권,일반기업부,보통주,500,4998499
701,KR7002840007,A002840,미원상사보통주,미원상사,MiwonCommercial,1989/09/25,KOSPI,주권,,보통주,500,4970000
702,KR7268280005,A268280,미원스페셜티케미칼보통주,미원에스씨,Miwon Specialty Chemical,2017/05/22,KOSPI,주권,,보통주,500,5100000
703,KR7107590002,A107590,미원홀딩스 보통주,미원홀딩스,"Miwon Holdings Co.,Ltd.",2009/03/02,KOSPI,주권,,보통주,500,2320000
704,KR7134380005,A134380,미원화학보통주,미원화학,Miwon Chemicals,2011/02/15,KOSPI,주권,,보통주,1000,2199268
705,KR7003650009,A003650,미창석유공업보통주,미창석유,MichangOilInd,1989/09/27,KOSPI,주권,,보통주,5000,1739672
706,KR7059090001,A059090,미코,미코,MiCo Ltd.,2002/01/15,KOSDAQ,주권,우량기업부,보통주,500,32786725
707,KR7214610008,A214610,미코바이오메드,미코바이오메드,"MiCo BioMed Co., Ltd.",2020/10/22,KOSDAQ,주권,기술성장기업부,보통주,500,18291100
708,KR7201490000,A201490,미투온,미투온,"Me2on Co., Ltd",2016/10/10,KOSDAQ,주권,중견기업부,보통주,500,31257770
709,KR8344390008,A950190,미투젠,미투젠,ME2ZEN Limited,2020/08/18,KOSDAQ,주식예탁증권,외국기업(소속부없음),보통주,무액면,13579892
710,KR7214180002,A214180,민앤지,민앤지,"Minwise Co.,Ltd.",2015/06/30,KOSDAQ,주권,우량기업부,보통주,500,13257185
711,KR7155900004,A155900,바다로19호선박투자회사,바다로19호,Badaro No.19 Ship Investment Company,2012/06/29,KOSPI,선박투자회사,,보통주,5000,15200004
712,KR7206640005,A206640,바디텍메드,바디텍메드,Boditech Med Inc.,2014/12/29,KOSDAQ,주권,우량기업부,보통주,1000,23486560
713,KR7018700005,A018700,바른손,바른손,Barunson,1994/03/18,KOSDAQ,주권,중견기업부,보통주,1000,29471487
714,KR7035620004,A035620,바른손이앤에이,바른손이앤에이,Barunson Entertainment & Arts Corporation,1999/08/13,KOSDAQ,주권,중견기업부,보통주,500,73488503
715,KR7064520000,A064520,바른전자,바른전자,"Barun Electronics Co., Ltd.",2002/12/04,KOSDAQ,주권,관리종목(소속부없음),보통주,500,83686477
716,KR7053030003,A053030,바이넥스,바이넥스,"Binex Co., Ltd.",2001/08/07,KOSDAQ,주권,우량기업부,보통주,500,31761048
717,KR7301300000,A301300,바이브컴퍼니,바이브컴퍼니,VAIV company Inc.,2020/10/28,KOSDAQ,주권,기술성장기업부,보통주,500,5394170
718,KR7064550007,A064550,바이오니아,바이오니아,BIONEER CORPORATION,2005/12/29,KOSDAQ,주권,기술성장기업부,보통주,500,25211579
719,KR7314930009,A314930,바이오다인,바이오다인,"BIODYNE CO., LTD.",2021/03/17,KOSDAQ,주권,기술성장기업부,보통주,500,6168195
720,KR7208710004,A208710,바이오로그디바이스,바이오로그디바이스,"BIOLOG DEVICE CO., LTD",2014/12/24,KOSDAQ,주권,벤처기업부,보통주,100,41431412
721,KR7142760008,A142760,바이오리더스,바이오리더스,Bioleaders Corporation,2016/07/07,KOSDAQ,주권,기술성장기업부,보통주,500,28658272
722,KR7086820008,A086820,바이오솔루션,바이오솔루션,"Bio Solution Co.,Ltd.",2018/08/20,KOSDAQ,주권,기술성장기업부,보통주,500,8108426
723,KR7038460002,A038460,바이오스마트,바이오스마트,"BioSmart Co., Ltd.",2000/06/22,KOSDAQ,주권,우량기업부,보통주,500,20087800
724,KR7281310003,A281310,바이오시네틱스,바이오시네틱스,BIOSYNECTICS,2017/12/15,KONEX,주권,일반기업부,보통주,500,2650890
725,KR7266470004,A266470,바이오인프라생명과학,바이오인프라생명과학,BioInfra Life Science,2020/07/22,KONEX,주권,일반기업부,보통주,500,14106847
726,KR7086040003,A086040,바이오톡스텍,바이오톡스텍,"Biotoxtech Co., Ltd.",2007/09/21,KOSDAQ,주권,벤처기업부,보통주,500,14667123
727,KR7199290008,A199290,바이오프로테크,바이오프로테크,BIOPROTECH,2016/12/08,KONEX,주권,일반기업부,보통주,500,4886800
728,KR7099430001,A099430,바이오플러스,바이오플러스,"Bio Plus Co., Ltd",2021/09/27,KOSDAQ,주권,중견기업부,보통주,500,14113528
729,KR7032980005,A032980,바이온,바이온,"BYON Co., Ltd.",1997/08/06,KOSDAQ,주권,중견기업부,보통주,500,66900777
730,KR7222160004,A222160,바이옵트로,바이옵트로,Bioptro,2016/03/10,KONEX,주권,일반기업부,보통주,500,7093866
731,KR7308080001,A308080,바이젠셀,바이젠셀,ViGenCell Inc.,2021/08/25,KOSDAQ,주권,기술성장기업부,보통주,500,9435680
732,KR7043150002,A043150,바텍,바텍,"Value Added Technology Co., Ltd.",2006/09/29,KOSDAQ,주권,우량기업부,보통주,500,14854256
733,KR7323990002,A323990,박셀바이오,박셀바이오,Vaxcell-Bio Therapeutics,2020/09/22,KOSDAQ,주권,기술성장기업부,보통주,500,15223000
734,KR7003610003,A003610,방림보통주,방림,Pangrim,1989/05/30,KOSPI,주권,,보통주,500,42314090
735,KR7267790004,A267790,배럴,배럴,"BARREL Co., Ltd.",2018/02/01,KOSDAQ,주권,중견기업부,보통주,500,7885500
736,KR7001340009,A001340,백광산업보통주,백광산업,PaikkwangIndustrial,1976/06/10,KOSPI,주권,,보통주,500,44918407
737,KR7046310009,A046310,백금티앤에이,백금T&A,BG T&A Co.,2002/02/05,KOSDAQ,주권,중견기업부,보통주,500,16418641
738,KR7035150002,A035150,백산보통주,백산,Baiksan,1999/08/11,KOSPI,주권,,보통주,500,24200000
739,KR7066410002,A066410,버킷스튜디오,버킷스튜디오,"BUCKET STUDIO Co.,Ltd.",2003/12/19,KOSDAQ,주권,중견기업부,보통주,500,42530944
740,KR7002410009,A002410,범양건영보통주,범양건영,BUMYANG CONSTRUCTION,1988/05/25,KOSPI,주권,,보통주,1000,24831982
741,KR7206400004,A206400,베노홀딩스,베노홀딩스,"Benoholdings, lnc.",2014/12/10,KOSDAQ,주권,중견기업부,보통주,500,23431311
742,KR7019010008,A019010,베뉴지,베뉴지,"VenueG Co.,Ltd.",1993/11/05,KOSDAQ,주권,중견기업부,보통주,500,48200000
743,KR7322190000,A322190,베른,베른,VERNE,2020/12/29,KONEX,주권,일반기업부,보통주,100,8925197
744,KR7177350006,A177350,베셀,베셀,"Vessel Co., Ltd",2015/06/19,KOSDAQ,주권,중견기업부,보통주,500,11480098
745,KR7299910000,A299910,베스파,베스파,Vespa Inc.,2018/12/03,KOSDAQ,주권,관리종목(소속부없음),보통주,500,8206916
746,KR7007210008,A007210,벽산보통주,벽산,Byuksan,1972/01/04,KOSPI,주권,,보통주,500,68560000
747,KR7225530005,A225530,보광산업,보광산업,"BoKwang Industry Co.,Ltd",2015/12/17,KOSDAQ,주권,벤처기업부,보통주,500,36338727
748,KR7250000007,A250000,보라티알,보라티알,"BORATR CO., Ltd.",2017/06/08,KOSDAQ,주권,중견기업부,보통주,500,6750733
749,KR7002760007,A002760,보락보통주,보락,Bolak,1989/11/30,KOSPI,주권,,보통주,200,59900000
750,KR7003850005,A003850,보령제약보통주,보령제약,BoryungPharm,1988/10/24,KOSPI,주권,,보통주,500,68690000
751,KR7006910004,A006910,보성파워텍,보성파워텍,"BOSUNG POWER TECHNOLOGY CO., LTD.",1994/09/07,KOSDAQ,주권,중견기업부,보통주,500,49129824
752,KR7000890004,A000890,보해양조보통주,보해양조,BohaeBrewery,1988/09/23,KOSPI,주권,,보통주,500,137523079
753,KR7226340008,A226340,본느,본느,"Bonne Co., Ltd.",2015/11/05,KOSDAQ,주권,중견기업부,보통주,100,30699596
754,KR7206950008,A206950,볼빅,볼빅,Volvik,2015/12/30,KONEX,주권,일반기업부,보통주,500,4183333
755,KR7008470007,A008470,부-스타,부스타,"BOOSTER CO., LTD",2011/02/23,KOSDAQ,주권,우량기업부,보통주,500,8404800
756,KR7003000007,A003000,부광약품보통주,부광약품,BukwangPharmaceutical,1988/08/05,KOSPI,주권,,보통주,500,71063049
757,KR7001271006,A001275,부국증권1우선주,부국증권우,BookookSecurities(1P),1989/11/10,KOSPI,주권,,구형우선주,5000,3000000
758,KR7001270008,A001270,부국증권보통주,부국증권,BookookSecurities,1988/07/19,KOSPI,주권,,보통주,5000,10369886
759,KR7026940007,A026940,부국철강 보통주,부국철강,Bookook Steel,2008/10/14,KOSPI,주권,,보통주,500,20000000
760,KR7014470009,A014470,부방,부방,"Bubang Co., Ltd.",1994/02/25,KOSDAQ,주권,중견기업부,보통주,500,60052260
761,KR7015350002,A015350,부산도시가스보통주,부산가스,BusanCityGas,1997/06/23,KOSPI,주권,,보통주,5000,11000000
762,KR7011390002,A011390,부산산업보통주,부산산업,BusanIndustrial,1990/09/14,KOSPI,주권,,보통주,5000,1056000
763,KR7005030002,A005030,부산주공보통주,부산주공,PusanCastIron,1975/12/26,KOSPI,주권,,보통주,500,56849517
764,KR7338220007,A338220,뷰노,뷰노,"VUNO, Inc.",2021/02/26,KOSDAQ,주권,기술성장기업부,보통주,100,11208656
765,KR7100120005,A100120,뷰웍스,뷰웍스,"Vieworks Co., Ltd.",2009/04/10,KOSDAQ,주권,우량기업부,보통주,500,10001865
766,KR7337930002,A337930,브랜드엑스코퍼레이션,브랜드엑스코퍼레이션,"Brand X Co., Ltd.",2020/08/13,KOSDAQ,주권,우량기업부,보통주,500,29572416
767,KR7099390007,A099390,브레인즈컴퍼니,브레인즈컴퍼니,"Brainzcompany Co., Ltd.",2021/08/19,KOSDAQ,주권,벤처기업부,보통주,500,4108796
768,KR7064480007,A064480,브리지텍,브리지텍,BRIDGETEC Corp.,2008/06/04,KOSDAQ,주권,벤처기업부,보통주,500,11952500
769,KR7288330004,A288330,브릿지바이오테라퓨틱스,브릿지바이오테라퓨틱스,"BRIDGE BIOTHERAPEUTICS, INC.",2019/12/20,KOSDAQ,주권,기술성장기업부,보통주,500,19648634
770,KR7251630000,A251630,브이원텍,브이원텍,"V-ONE TECH CO., LTD.",2017/07/13,KOSDAQ,주권,중견기업부,보통주,500,15050580
771,KR7018290007,A018290,브이티지엠피,브이티지엠피,"VT GMP Co.,Ltd.",1994/09/07,KOSDAQ,주권,우량기업부,보통주,500,34483893
772,KR7044480002,A044480,블루베리엔에프티,블루베리 NFT,Blueberry NFT,2001/01/11,KOSDAQ,주권,중견기업부,보통주,500,28595337
773,KR7033560004,A033560,블루콤,블루콤,"BLUECOM CO.,LTD.",2011/01/26,KOSDAQ,주권,벤처기업부,보통주,500,17100000
774,KR7191600006,A191600,블루탑,블루탑,BLUETOP,2016/08/05,KONEX,주권,일반기업부,보통주,500,2850000
775,KR7126340009,A126340,비나텍,비나텍,"VINA TECH CO.,LTD.",2020/09/23,KOSDAQ,주권,벤처기업부,보통주,500,5143207
776,KR7121800007,A121800,비덴트,비덴트,"Vidente Co., Ltd.",2011/12/01,KOSDAQ,주권,벤처기업부,보통주,500,45673805
777,KR7148140007,A148140,비디아이,비디아이,"BDI Co., LTD.",2017/11/09,KOSDAQ,주권,관리종목(소속부없음),보통주,500,26778805
778,KR7082800004,A082800,비보존 헬스케어,비보존 헬스케어,"Vivozon Healthcare, Inc",2005/11/18,KOSDAQ,주권,중견기업부,보통주,500,169906834
779,KR7318410008,A318410,비비씨,비비씨,"Best Bristle Company CO., Ltd.",2020/09/21,KOSDAQ,주권,중견기업부,보통주,500,5555243
780,KR7002070001,A002070,비비안보통주,비비안,VIVIEN CORPORATION,1976/07/13,KOSPI,주권,,보통주,500,29793990
781,KR7100220003,A100220,비상교육 보통주,비상교육,VISANG EDUCATION INC,2008/06/30,KOSPI,주권,,보통주,500,12996741
782,KR7200780005,A200780,비씨월드제약,비씨월드제약,"BCWORLDPHARM Co., Ltd.",2014/12/15,KOSDAQ,주권,우량기업부,보통주,200,8892384
783,KR7141000000,A141000,비아트론,비아트론,"Viatron Technologies, Inc.",2012/05/04,KOSDAQ,주권,우량기업부,보통주,500,12114710
784,KR7090460007,A090460,비에이치,비에이치,"BH Co., Ltd.",2007/01/26,KOSDAQ,주권,우량기업부,보통주,500,33692688
785,KR7083650002,A083650,비에이치아이,비에이치아이,"BHI Co., LTD.",2005/12/02,KOSDAQ,주권,중견기업부,보통주,500,26000000
786,KR7215050006,A215050,비엔디생활건강,비엔디생활건강,"B&D Life Health CO.,LTD.",2015/03/30,KONEX,주권,일반기업부,보통주,100,2121666
787,KR7086670007,A086670,비엠티,비엠티,"BMT Co.,Ltd.",2007/11/02,KOSDAQ,주권,우량기업부,보통주,500,8146529
788,KR7335890000,A335890,비올,비올,"VIOL Co., Ltd.",2019/12/03,KOSDAQ,주권,벤처기업부,보통주,100,56223739
789,KR7138580006,A138580,비즈니스온커뮤니케이션,비즈니스온,"BusinessOn Communication Co., Ltd",2017/11/30,KOSDAQ,주권,벤처기업부,보통주,500,11376440
790,KR7082920000,A082920,비츠로셀,비츠로셀,"VITZROCELL Co., Ltd.",2009/10/28,KOSDAQ,주권,우량기업부,보통주,500,21539152
791,KR7054220009,A054220,비츠로시스,비츠로시스,"VitzroSys., Co. LTD",2001/12/26,KOSDAQ,주권,관리종목(소속부없음),보통주,500,25114619
792,KR7042370007,A042370,비츠로테크,비츠로테크,"Vitzro Tech Co., LTD.",2000/08/03,KOSDAQ,주권,우량기업부,보통주,500,26200025
793,KR7030790000,A030790,비케이탑스보통주,비케이탑스,BK TOPS,2010/11/02,KOSPI,주권,,보통주,500,15097060
794,KR7032850000,A032850,비트컴퓨터,비트컴퓨터,BITComputer,1997/07/04,KOSDAQ,주권,벤처기업부,보통주,500,16623293
795,KR7148780000,A148780,비플라이소프트,비플라이소프트,BFLYSOFT,2016/11/16,KONEX,주권,일반기업부,보통주,500,5249318
796,KR7238200000,A238200,비피도,비피도,BIFIDO. Co. Ltd,2018/12/26,KOSDAQ,주권,기술성장기업부,보통주,500,8180000
797,KR7093190007,A093190,빅솔론,빅솔론,"BIXOLON Co., Ltd",2007/08/20,KOSDAQ,주권,우량기업부,보통주,500,19238905
798,KR7065450009,A065450,빅텍,빅텍,"VICTEK. Co., Ltd.",2003/02/05,KOSDAQ,주권,중견기업부,보통주,200,28652800
799,KR7210120002,A210120,빅토리콘텐츠,빅텐츠,"Victory Contents Co.,Ltd.",2014/12/16,KONEX,주권,일반기업부,보통주,500,1895000
800,KR7005180005,A005180,빙그레보통주,빙그레,Binggrae,1978/08/31,KOSPI,주권,,보통주,5000,9851241
801,KR7072950009,A072950,빛샘전자,빛샘전자,"VISSEM Electronics Co., Ltd.",2012/03/21,KOSDAQ,주권,벤처기업부,보통주,500,6230859
802,KR7266170000,A266170,뿌리깊은나무들,뿌리깊은나무들,Redwoods,2017/06/09,KONEX,주권,일반기업부,보통주,500,5823036
803,KR7143240000,A143240,사람인에이치알,사람인에이치알,"SaraminHR Co., Ltd",2012/02/21,KOSDAQ,주권,우량기업부,보통주,500,11659263
804,KR7003960002,A003960,사조대림보통주,사조대림,SAJODAERIM,1976/09/16,KOSPI,주권,,보통주,5000,9164467
805,KR7008040008,A008040,사조동아원보통주,사조동아원,SAJODONGAONE,1989/06/24,KOSPI,주권,,보통주,500,141144600
806,KR7007160005,A007160,사조산업보통주,사조산업,SajoIndustries,1989/07/25,KOSPI,주권,,보통주,5000,5000000
807,KR7014710008,A014710,사조씨푸드보통주,사조씨푸드,SAJOSEAFOOD,2012/06/29,KOSPI,주권,,보통주,1000,17218543
808,KR7006090005,A006090,사조오양보통주,사조오양,OYANG,1986/12/24,KOSPI,주권,,보통주,5000,9422739
809,KR7100090000,A100090,삼강엠앤티,삼강엠앤티,"SAMKANG M&T Co., Ltd",2008/08/01,KOSDAQ,주권,중견기업부,보통주,500,36574368
810,KR7122350002,A122350,삼기,삼기,SAMKEE CORP.,2010/03/19,KOSDAQ,주권,중견기업부,보통주,100,38339428
811,KR7014970008,A014970,삼륭물산,삼륭물산,Samryoong,1992/12/29,KOSDAQ,주권,중견기업부,보통주,500,15125000
812,KR7018310003,A018310,삼목에스폼,삼목에스폼,"SAMMOK S-FORM CO.,LTD.",1996/05/03,KOSDAQ,주권,우량기업부,보통주,500,14700000
813,KR7053700001,A053700,삼보모터스,삼보모터스,"SAMBO MOTORS CO., LTD.",2001/11/06,KOSDAQ,주권,중견기업부,보통주,500,18823896
814,KR7009620006,A009620,삼보산업,삼보산업,"SAMBO Industrial Co., Ltd.",1993/12/07,KOSDAQ,주권,중견기업부,보통주,100,42676766
815,KR7023600000,A023600,삼보판지,삼보판지,"SAMBO CORRUGATED BOARD CO., LTD.",1996/05/29,KOSDAQ,주권,우량기업부,보통주,500,16170000
816,KR7001470004,A001470,삼부토건보통주,삼부토건,SambuEngineering&Construction,1976/06/26,KOSPI,주권,,보통주,1000,137556269
817,KR7006401004,A006405,삼성SDI1우선주,삼성SDI우,SAMSUNG SDI(1P),1989/11/24,KOSPI,주권,,구형우선주,5000,1617896
818,KR7006400006,A006400,삼성SDI보통주,삼성SDI,"SAMSUNG SDI CO.,LTD.",1979/02/27,KOSPI,주권,,보통주,5000,68764530
819,KR7006660005,A006660,삼성공조보통주,삼성공조,"SamsungClimateControlCo.,Ltd",1987/11/28,KOSPI,주권,,보통주,500,8126314
820,KR7377630009,A377630,삼성기업인수목적4호,삼성스팩4호,SAMSUNG SPECIAL PURPOSE ACQUISITION 4 COMPANY,2021/05/21,KOSDAQ,주권,SPAC(소속부없음),보통주,100,4020000
821,KR7380320002,A380320,삼성머스트기업인수목적5호,삼성머스트스팩5호,SAMSUNG MUST SPECIAL PURPOSE ACQUISITION 5 COMPANY,2021/06/17,KOSDAQ,주권,SPAC(소속부없음),보통주,100,4810000
822,KR702826K016,A02826K,삼성물산1우선주(신형),삼성물산우B,SAMSUNG C&T CORPORATION(1PB),2015/09/15,KOSPI,주권,,종류주권,100,1627425
823,KR7028260008,A028260,삼성물산보통주,삼성물산,SAMSUNG C&T CORPORATION,2014/12/18,KOSPI,주권,,보통주,100,186887081
824,KR7207940008,A207940,삼성바이오로직스보통주,삼성바이오로직스,SAMSUNG BIOLOGICS,2016/11/10,KOSPI,주권,,보통주,2500,66165000
825,KR7032830002,A032830,삼성생명보험보통주,삼성생명,Samsung Life Insurance,2010/05/12,KOSPI,주권,,보통주,500,200000000
826,KR7018260000,A018260,삼성에스디에스보통주,삼성에스디에스,"SAMSUNG SDS CO., LTD.",2014/11/14,KOSPI,주권,,보통주,500,77377800
827,KR7028050003,A028050,삼성엔지니어링보통주,삼성엔지니어링,SamsungEngineering,1996/12/24,KOSPI,주권,,보통주,5000,196000000
828,KR7009151002,A009155,삼성전기1우선주,삼성전기우,SamsungElectroMechanics(1P),1989/10/10,KOSPI,주권,,구형우선주,5000,2906984
829,KR7009150004,A009150,삼성전기보통주,삼성전기,SamsungElectroMechanics,1979/02/27,KOSPI,주권,,보통주,5000,74693696
830,KR7005931001,A005935,삼성전자1우선주,삼성전자우,SamsungElectronics(1P),1989/09/25,KOSPI,주권,,구형우선주,100,822886700
831,KR7005930003,A005930,삼성전자보통주,삼성전자,SamsungElectronics,1975/06/11,KOSPI,주권,,보통주,100,5969782550
832,KR7001360007,A001360,삼성제약,삼성제약,SAMSUNG PHARMACEUTICAL,1975/07/04,KOSPI,주권,,보통주,500,67162079
833,KR7010141000,A010145,삼성중공업1우선주,삼성중공우,SamsungHeavyIndustries(1P),1994/11/22,KOSPI,주권,,구형우선주,1000,114845
834,KR7010140002,A010140,삼성중공업보통주,삼성중공업,SamsungHeavyIndustries,1994/01/28,KOSPI,주권,,보통주,1000,630000000
835,KR7016360000,A016360,삼성증권보통주,삼성증권,SamsungSecurities,1988/03/28,KOSPI,주권,,보통주,5000,89300000
836,KR7068290006,A068290,삼성출판사보통주,삼성출판사,SAMSUNG PUBLISHING,2002/08/05,KOSPI,주권,,보통주,500,10000000
837,KR7029780004,A029780,삼성카드 보통주,삼성카드,"SAMSUNG CARD CO., LTD.",2007/06/27,KOSPI,주권,,보통주,5000,115858891
838,KR7000811000,A000815,삼성화재해상보험1우선주,삼성화재우,SamsungFire&MarineInsurance(1P),1990/04/10,KOSPI,주권,,구형우선주,500,3192000
839,KR7000810002,A000810,삼성화재해상보험보통주,삼성화재,SamsungFire&MarineInsurance,1975/06/30,KOSPI,주권,,보통주,500,47374837
840,KR7006110001,A006110,삼아알미늄보통주,삼아알미늄,SamaAluminium,1980/12/05,KOSPI,주권,,보통주,500,11000000
841,KR7009300005,A009300,삼아제약,삼아제약,Sam-A Pharm. Co. Ltd,2000/07/19,KOSDAQ,주권,우량기업부,보통주,1000,6370000
842,KR7145991006,A145995,삼양사1우선주,삼양사우,Samyang Corporation(1P),2011/12/05,KOSPI,주권,,구형우선주,5000,370070
843,KR7145990008,A145990,삼양사보통주,삼양사,Samyang Corporation,2011/12/05,KOSPI,주권,,보통주,5000,10313449
844,KR7003230000,A003230,삼양식품보통주,삼양식품,SamyangFoods,1975/06/30,KOSPI,주권,,보통주,5000,7533015
845,KR7225190008,A225190,삼양옵틱스,삼양옵틱스,"SAMYANG OPTICS CO., LTD",2017/06/02,KOSDAQ,주권,중견기업부,보통주,500,10108800
846,KR7002170009,A002170,삼양통상보통주,삼양통상,SamyangTongsang,1989/11/10,KOSPI,주권,,보통주,5000,3000000
847,KR7272550005,A272550,삼양패키징보통주,삼양패키징,SAMYANG PACKAGING,2017/11/29,KOSPI,주권,,보통주,5000,14209804
848,KR7000071001,A000075,삼양홀딩스1우선주,삼양홀딩스우,SAMYANGHOLDINGS(1P),1992/02/21,KOSPI,주권,,구형우선주,5000,304058
849,KR7000070003,A000070,삼양홀딩스보통주,삼양홀딩스,SAMYANGHOLDINGS,1968/12/27,KOSPI,주권,,보통주,5000,8564271
850,KR7060310000,A060310,삼에스코리아,3S,"3S KOREA CO., LTD",2002/04/23,KOSDAQ,주권,중견기업부,보통주,500,46271513
851,KR7002810000,A002810,삼영무역보통주,삼영무역,SamyungTrading,1988/03/28,KOSPI,주권,,보통주,500,18466948
852,KR7361670003,A361670,삼영에스앤씨,삼영에스앤씨,"SAMYOUNG S&C CO., LTD.",2021/05/21,KOSDAQ,주권,기술성장기업부,보통주,500,5667658
853,KR7054540000,A054540,삼영엠텍,삼영엠텍,SAMYOUNG M-TEK CO. LTD.,2001/11/15,KOSDAQ,주권,우량기업부,보통주,500,13000000
854,KR7065570004,A065570,삼영이엔씨,삼영이엔씨,"Samyung ENC Co., Ltd.",2003/01/21,KOSDAQ,주권,벤처기업부,보통주,500,9597602
855,KR7005680004,A005680,삼영전자공업보통주,삼영전자,SamyoungElectronics,1976/12/28,KOSPI,주권,,보통주,500,20000000
856,KR7003720000,A003720,삼영화학공업보통주,삼영화학,SamyoungChemical,1976/06/30,KOSPI,주권,,보통주,500,34000000
857,KR7023000003,A023000,삼원강재 보통주,삼원강재,"SAMWONSTEEL Co., Ltd.",2011/07/22,KOSPI,주권,,보통주,500,40000000
858,KR7004380002,A004380,삼익THK보통주,삼익THK,SAMICK THK,1989/09/26,KOSPI,주권,,보통주,500,21000000
859,KR7002450005,A002450,삼익악기보통주,삼익악기,SamickMusicalInstruments,1988/09/30,KOSPI,주권,,보통주,500,90530915
860,KR7032280000,A032280,삼일,삼일,SamIl,1997/03/15,KOSDAQ,주권,중견기업부,보통주,1000,16213590
861,KR7002290005,A002290,삼일기업공사,삼일기업공사,"SAMIL ENTERPRISE CO., LTD.",1992/11/30,KOSDAQ,주권,중견기업부,보통주,500,12400000
862,KR7004440004,A004440,삼일씨엔에스보통주,삼일씨엔에스,SAMIL C&S,2016/03/30,KOSPI,주권,,보통주,1000,12731947
863,KR7000520007,A000520,삼일제약보통주,삼일제약,SamilPharmaceutical,1985/05/29,KOSPI,주권,,보통주,500,13537283
864,KR7009770009,A009770,삼정펄프 보통주,삼정펄프,"SAM JUNG PULP CO,.LTD.",2006/10/17,KOSPI,주권,,보통주,5000,2499971
865,KR7037460003,A037460,삼지전자,삼지전자,"SAMJI ELECTRONICS CO., LTD.",1999/12/16,KOSDAQ,주권,우량기업부,보통주,500,16318522
866,KR7032750002,A032750,삼진,삼진,Samjin,1997/07/14,KOSDAQ,주권,우량기업부,보통주,500,6000000
867,KR7054090006,A054090,삼진엘앤디,삼진엘앤디,SAMJIN LND COMPANY LIMITED,2004/02/06,KOSDAQ,주권,중견기업부,보통주,500,24959232
868,KR7005500004,A005500,삼진제약보통주,삼진제약,SamjinPharmaceutical,1988/06/18,KOSPI,주권,,보통주,1000,13900000
869,KR7000250001,A000250,삼천당제약,삼천당제약,SAM CHUN DANG PHARM CO. LTD,2000/10/04,KOSDAQ,주권,우량기업부,보통주,500,22768041
870,KR7004690004,A004690,삼천리보통주,삼천리,Samchully,1976/12/23,KOSPI,주권,,보통주,5000,4055025
871,KR7024950008,A024950,삼천리자전거,삼천리자전거,"SAMCHULY BICYCLE CO., LTD",1995/01/04,KOSDAQ,주권,중견기업부,보통주,500,13273577
872,KR7038500005,A038500,삼표시멘트,삼표시멘트,"SAMPYO Cement Co., Ltd.",2001/02/01,KOSDAQ,주권,우량기업부,보통주,500,107357173
